Unnamed: 0,H,M,S,Nome,Maquina,IP,Anomalia,Fator_risco
1084,12,40,3,dora@empresax.COM.BR,empresaxNOTE-LAB03$,192.168.100.60,0,31.032838069980514
1085,17,9,3,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.64,0,4.396649494458735
1086,18,13,3,pogó@empresax.COM.BR,empresaxTAB01$,192.168.100.80,0,2.955616888588257
1087,18,44,3,magaiver@empresax.COM.BR,empresaxWKS14A$,192.168.100.59,0,7.731701766812373
1088,18,59,3,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.54,0,7.204944592356758
1089,19,41,3,pogó@empresax.COM.BR,empresaxTAB01$,192.168.100.80,0,54.21340513462179
1090,12,24,3,pogó@empresax.COM.BR,empresaxTAB01$,192.168.100.80,0,26.726129846825117
1091,13,36,3,magaiver@empresax.COM.BR,empresaxWKS14A$,192.168.100.59,0,26.967082771741374
1092,14,42,3,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.54,0,4.096722164389085
1093,17,14,3,pogó@empresax.COM.BR,empresaxTAB01$,192.168.100.80,0,0.23558569665181106
1094,20,33,3,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,52.27128365410554
1095,13,17,3,theteacher@empresax.COM.BR,empresaxLAB02$,192.168.100.58,0,25.82283213263031
1096,13,38,3,jinx@empresax.COM.BR,empresaxLAB03$,192.168.100.56,0,22.496156676712427
1097,18,18,3,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.54,0,2.32082720320969
1098,19,4,3,theteacher@empresax.COM.BR,empresaxLAB02$,192.168.100.58,0,52.35481204416141
1099,13,53,3,dora@empresax.COM.BR,empresaxNOTE-LAB03$,192.168.100.60,0,28.73463028903069
1100,14,30,3,backwidow@empresax.COM.BR,empresaxWKSS06$,192.168.100.68,0,6.448797508117652
1101,18,27,3,maryjane@empresax.COM.BR,empresaxLAB04$,192.168.100.62,0,9.640242005759667
